total_income,total_expenses,income_source,food,hospitality,alcohol,tobacco,clothing,public_utilities,medical,transport,communication,education,others,special,gardening,saving,min_invest
286200,229083,Other sources of Income,93951,7800,0,0,2070,89520,10760,7182,1800,0,6000,10000,0,70998,9205
375040,332008,Other sources of Income,145328,250,0,0,800,89340,85670,1560,3498,0,5562,0,0,54737,6443
436784,345455,Other sources of Income,167330,13700,0,0,5349,82836,27446,9786,5160,0,13848,20000,0,114873,15128
243887,217646,Other sources of Income,99782,13350,660,234,2675,58128,1723,11682,11040,0,15372,3000,0,30289,3455
568172,270874,Wage/Salaries,114934,14612,492,0,6985,47262,479,13620,17094,34980,16416,4000,0,366666,64806
511448,363845,Wage/Salaries,159107,43010,1080,0,5964,60240,3966,31188,8148,6360,36282,8500,0,174533,24328
358180,105301,Other sources of Income,36068,22030,0,0,1260,40890,1291,1260,0,0,2502,0,0,305959,61265
130998,109525,Enterpreneurial Activities,56473,900,0,0,2509,39864,121,384,912,0,2862,5500,0,22706,2686
251549,214800,Enterpreneurial Activities,142389,7580,2360,3822,2317,23400,1813,10098,3456,1501,9564,6500,0,38330,4441
214580,210964,Wage/Salaries,127846,16585,900,6052,2621,22380,452,10392,3036,4150,8250,8300,0,4465,458
183535,158793,Wage/Salaries,74353,4120,0,0,6749,25260,27546,4608,4008,980,10074,0,1095,31680,3835
297230,262919,Other sources of Income,153211,10740,1700,0,5145,43608,879,8622,6762,420,13332,18500,0,39413,4532
572000,514703,Wage/Salaries,174721,58100,660,0,16490,58716,82122,30930,5964,47500,31500,8000,0,66718,7560
358588,294488,Other sources of Income,96971,10150,3080,724,2480,56028,64891,19998,2130,1850,14376,18000,3810,68326,8215
234848,226194,Other sources of Income,124643,12990,0,0,6647,38808,3750,13896,1500,850,20610,2500,0,10708,1129
256145,253362,Wage/Salaries,76834,8970,9240,0,2805,39288,133,8844,3378,0,65730,31000,7140,3595,366
163201,155335,Other sources of Income,26847,2020,0,0,1265,15270,5793,1560,858,300,4422,97000,0,9589,1025
138389,137696,Enterpreneurial Activities,66799,10508,0,0,2300,35940,2103,9480,570,1980,8016,0,0,775,78
489759,373861,Wage/Salaries,138432,23905,3210,0,13773,66090,1711,32064,8580,11370,51726,23000,0,133471,17463
320603,320242,Wage/Salaries,152718,31310,205,0,10978,57516,6855,15222,11640,5760,22038,6000,0,384,38
137838,124151,Other sources of Income,65164,1510,0,0,1975,29502,13443,5052,1422,1245,4338,500,0,16168,1836
151082,121212,Wage/Salaries,70570,2445,0,8280,4645,16542,76,7806,1044,540,9264,0,0,35017,4433
91810,83587,Wage/Salaries,44512,2808,0,0,1395,14298,600,11082,780,1410,3702,3000,0,9748,1094
114397,110837,Wage/Salaries,69516,1617,470,14480,2055,10722,94,5400,0,967,4206,1310,0,4112,428
146148,136827,Wage/Salaries,91729,7187,300,7240,1040,7620,290,11310,858,955,8298,0,0,11494,1257
104858,74935,Other sources of Income,37246,300,0,0,2485,16482,300,5400,3300,0,4422,5000,0,30622,3977
340698,304671,Wage/Salaries,106142,43700,965,3426,800,27360,15190,16860,3432,50100,36696,0,0,39481,4446
629316,325540,Wage/Salaries,135852,19616,480,0,3989,52020,4500,36522,2502,1891,64368,3800,0,347476,56346
169933,130006,Wage/Salaries,71973,2683,1680,2850,2805,16170,4915,9084,420,726,11400,5300,0,50612,6887
122334,120620,Enterpreneurial Activities,64741,9100,0,0,1140,13974,2990,6090,258,2185,7902,0,12240,2105,215
72899,71857,Other sources of Income,24031,10920,0,0,0,27876,5910,2214,132,0,774,0,0,1157,118
111315,93695,Wage/Salaries,64528,2440,1222,0,550,12018,2127,5898,624,574,3714,0,0,18097,2112
54804,53260,Wage/Salaries,28594,3620,0,0,120,11922,520,6504,516,0,1464,0,0,1753,182
2028717,596402,Enterpreneurial Activities,303506,29567,2340,3380,6229,33282,22000,48396,27180,47800,37362,35000,360,1435798,245443
78163,73302,Wage/Salaries,35281,1817,50,5430,800,18498,0,5838,150,1850,3588,0,0,5722,620
341487,336305,Wage/Salaries,123144,10816,6390,9955,5310,21120,2075,38796,3378,4231,43890,15000,52200,6119,625
83082,77803,Wage/Salaries,54006,2292,0,0,899,11364,2326,1158,2670,730,2358,0,0,6433,702
557518,399032,Wage/Salaries,125716,11919,0,0,2980,22140,3537,44916,12192,3820,44052,17000,110760,183983,25311
200148,183672,Wage/Salaries,75830,12550,0,0,3100,40914,9914,6198,11370,1500,12096,10200,0,17444,1905
287625,262157,Other sources of Income,113016,9130,3380,14480,1370,43080,10410,12318,11898,15647,11778,15650,0,33034,3770
58440,50785,Wage/Salaries,24736,520,3510,442,1080,11244,7,4272,1938,0,3036,0,0,8714,1017
255607,231933,Wage/Salaries,136025,14926,210,0,1490,42978,1500,4662,4842,1960,20340,3000,0,25033,2762
205139,127140,Wage/Salaries,58933,9860,2670,1810,1665,16518,13356,6186,4164,1500,9678,800,0,97023,15191
102198,98118,Enterpreneurial Activities,40714,11285,0,0,175,33546,2880,1038,2400,0,1080,5000,0,4845,511
318264,309738,Other sources of Income,121096,17360,930,0,7725,49380,54175,25224,2106,17000,12402,2340,0,10903,1136
59734,58030,Wage/Salaries,42646,360,0,156,1050,11136,0,660,0,0,1422,600,0,1924,199
187082,171887,Other sources of Income,84002,9530,1288,9955,21850,19506,20,6420,570,8610,7386,2750,0,16566,1815
127806,118375,Other sources of Income,31013,290,0,390,1630,27240,52700,660,0,0,1452,3000,0,9835,1062
259344,207629,Other sources of Income,94255,7510,270,780,967,57888,29242,3210,1200,945,2862,8500,0,53271,6453
366382,193926,Other sources of Income,61618,960,0,9315,3719,19728,60400,7926,1800,0,13260,15200,0,176632,26380
183066,142724,Other sources of Income,74616,5142,0,3266,1614,23148,10480,1500,1410,730,4818,16000,0,44126,5567
191923,106027,Other sources of Income,53216,10823,1440,7240,1707,10878,4000,5352,1740,1129,2502,6000,0,109194,18457
106140,100075,Wage/Salaries,55264,2720,858,10860,1975,19668,750,4080,360,500,2040,1000,0,6497,692
111899,96570,Wage/Salaries,29135,3900,8756,7421,5380,28176,0,8988,0,0,2064,2750,0,17092,1997
69328,51374,Enterpreneurial Activities,31264,1120,1824,0,840,10830,0,702,1800,0,1494,1500,0,19355,2515
86201,46293,Other sources of Income,25569,1990,300,3755,125,8958,0,3636,120,250,1590,0,0,51304,8862
82415,73643,Other sources of Income,55584,1528,0,0,615,12336,520,630,420,300,1560,150,0,10825,1252
261082,229512,Wage/Salaries,93750,23340,0,0,5604,30888,0,34848,7800,0,33282,0,0,38931,4583
218179,95478,Wage/Salaries,40011,3600,0,0,3667,13848,1364,11976,3900,0,17112,0,0,159063,30154
186880,143094,Wage/Salaries,53920,11960,912,3620,3797,24120,4611,21162,4032,0,12960,2000,0,47809,6107
198336,164063,Wage/Salaries,85647,12950,1690,1086,2104,17850,922,18666,2898,10500,9750,0,0,37216,4475
208660,191078,Wage/Salaries,50090,11000,0,0,4708,62862,300,33144,11892,0,17082,0,0,22086,2490
125175,124818,Wage/Salaries,53424,6066,600,543,2959,41592,530,6450,1824,1500,9330,0,0,388,39
277620,234731,Wage/Salaries,95581,26140,0,0,8738,52020,510,16296,2160,9500,18786,5000,0,48160,5743
343675,319145,Wage/Salaries,111830,29833,120,905,7725,64860,20880,34962,5700,10550,21780,10000,0,25734,2775
195084,172833,Wage/Salaries,71620,14620,650,0,2038,39240,295,7668,1902,8500,15300,11000,0,26285,3037
339640,282641,Other sources of Income,116843,18600,0,0,5425,50706,13236,17694,2502,31379,17256,9000,0,71715,8996
333435,207044,Wage/Salaries,71577,18567,0,0,17530,38184,1410,4986,858,1800,27132,25000,0,141660,20833
137512,107393,Enterpreneurial Activities,62322,4020,0,9412,3933,18600,40,360,1350,0,5856,1500,0,36173,4728
82390,77285,Wage/Salaries,50690,4334,96,420,1359,11940,0,3120,258,1300,3768,0,0,5825,629
161714,156617,Other sources of Income,65466,14017,0,0,3570,24114,846,6936,1650,32350,7668,0,0,5256,543
170655,166387,Wage/Salaries,97042,22620,0,0,2523,13422,84,15456,1500,0,10740,3000,0,5436,565
206995,145250,Enterpreneurial Activities,80880,8560,0,0,4112,17196,779,15108,2856,2829,12930,0,0,69449,9533
185676,146414,Wage/Salaries,69562,6280,1665,6470,1909,30036,756,16674,1302,0,5592,6168,0,40564,4971
114424,102795,Wage/Salaries,52123,6066,1820,5430,1873,14820,1130,7500,60,3515,4158,4300,0,15006,1742
163360,153781,Enterpreneurial Activities,66381,12053,1890,9412,1674,30564,895,14490,1044,1050,9978,4350,0,12290,1342
103185,94135,Enterpreneurial Activities,38966,5200,135,0,1535,19854,504,2862,0,0,2352,5620,17107,10425,1162
304889,230155,Wage/Salaries,57816,11383,0,0,5846,43320,100,33474,4800,20400,29016,24000,0,76538,9620
118127,100451,Wage/Salaries,57412,5858,0,0,2831,16230,376,6042,300,2298,3954,5150,0,20065,2388
153669,152106,Enterpreneurial Activities,50595,4940,12100,17376,1625,38682,372,9360,1818,0,6348,8890,0,1918,195
846437,441280,Enterpreneurial Activities,157323,42250,0,0,11061,97110,2024,23022,5196,8450,34044,60800,0,476751,78560
1215212,574333,Wage/Salaries,212470,49550,1900,0,31065,112320,51180,33360,26088,3600,52800,0,0,777573,136258
324384,256165,Enterpreneurial Activities,96606,8183,980,24366,12030,57582,4300,11340,8262,6890,19626,6000,0,83324,10861
405138,348227,Other sources of Income,121468,32737,0,0,13880,82800,6280,20670,6498,36500,21894,5500,0,68478,8201
169718,165289,Other sources of Income,70921,1360,140,0,3740,65448,2620,8358,3048,0,9654,0,0,4617,475
717408,509329,Wage/Salaries,137174,8758,150,0,20688,82200,45030,44460,4740,33429,32700,100000,0,267055,38842
557699,407926,Other sources of Income,134995,54100,0,0,5569,86370,2890,16032,21636,57240,29094,0,0,153346,19649
601822,517461,Wage/Salaries,190167,35737,0,0,29639,87546,41245,45576,8784,19125,42642,17000,0,87050,10003
237090,200709,Wage/Salaries,87862,7243,313,0,4468,34140,5089,17346,8700,12000,12048,11500,0,37290,4330
213747,94671,Other sources of Income,31187,20280,2100,6730,2400,23880,0,5772,780,0,1542,0,0,139945,24523
251952,208729,Wage/Salaries,59492,16073,0,0,11184,44598,28220,23262,1200,1500,22200,1000,0,45284,5379
370571,331612,Wage/Salaries,100475,17992,960,7240,5023,116964,2570,10920,3798,39400,21270,5000,0,39303,4351
288421,182215,Wage/Salaries,77966,10333,600,904,9523,29790,3486,12480,1560,12595,20028,2950,0,108264,14968
173740,166589,Wage/Salaries,79517,10511,0,0,3989,17940,16312,10974,6504,790,12012,8040,0,8162,859
250015,206455,Wage/Salaries,62330,10725,2590,1910,1555,82992,420,9852,1494,11600,18972,2015,0,51321,6345
157685,130058,Enterpreneurial Activities,56013,1481,2550,8540,2643,16680,1485,22674,4422,1170,11400,1000,0,28461,3375
212086,174287,Other sources of Income,47853,600,0,0,0,105984,4000,1080,0,0,13440,1330,0,41809,5084
439159,363527,Other sources of Income,139695,28379,180,0,3312,81600,13370,23664,13002,19500,40176,649,0,85412,10393
111587,105666,Enterpreneurial Activities,41996,5050,0,0,1973,28932,97,12300,1086,4000,9732,500,0,6872,735
370266,208696,Wage/Salaries,78049,20332,2850,5430,3600,47322,239,18816,3384,1400,18324,8950,0,208052,35107
2110675,437331,Other sources of Income,128022,30656,1140,0,12344,92658,5607,76146,20538,17660,37800,14760,0,1929805,392872
282510,233818,Wage/Salaries,82088,14270,720,0,3925,72990,939,20406,7020,2750,18060,10650,0,62456,7931
378450,243587,Wage/Salaries,81447,24884,0,0,5394,44742,20252,22554,7020,11450,20124,5720,0,135989,18526
467792,397279,Other sources of Income,118249,28367,7245,0,7955,81450,7939,43638,14184,51900,20352,16000,0,80821,9657
810731,375006,Wage/Salaries,104823,57100,0,0,2360,64398,8974,25350,23196,0,72624,16181,0,458240,72997
639020,500159,Other sources of Income,125513,41302,0,0,8922,81342,4434,55584,18378,123350,17634,23700,0,164496,21344
1846575,1037266,Wage/Salaries,211149,82865,17370,0,17849,110520,27967,102000,40200,306832,79764,40750,0,859825,128371
213156,192075,Other sources of Income,79613,10882,0,0,3892,53196,1869,11652,5718,2605,14148,8500,0,22903,2556
722645,525264,Wage/Salaries,156914,46367,10550,18100,15443,127362,9904,43686,20700,40000,19488,16750,0,234507,32266
463874,381513,Wage/Salaries,112213,30567,660,0,12660,82248,8131,31638,4680,62200,36516,0,0,89032,10740
543318,417821,Other sources of Income,106872,12683,190,0,17232,69990,1500,91968,14976,5414,35496,61500,0,150985,20003
606697,399026,Wage/Salaries,187229,19155,8950,5064,23037,61200,1229,31578,5718,15050,36816,4000,0,233797,33396
141708,121997,Wage/Salaries,63263,3658,780,2080,2387,32634,758,2622,2076,879,7860,3000,0,22554,2660
652118,473510,Other sources of Income,151238,49593,0,0,44455,85140,5150,20796,34194,45450,37494,0,0,228463,32597
148990,112755,Wage/Salaries,26416,480,0,360,3557,55932,3390,10878,2040,0,9702,0,0,41554,5463
234667,208076,Wage/Salaries,45282,8580,0,0,9824,64656,2700,45102,13800,0,18132,0,0,30674,3522
138505,119783,Other sources of Income,39619,0,75,0,4135,57348,3360,2400,1380,0,11466,0,0,18946,2157
898462,454800,Wage/Salaries,111216,25781,577,0,33590,97860,6140,35868,21660,52200,59148,10760,0,572629,101979
281081,196521,Wage/Salaries,57116,7147,270,0,7030,58440,1310,21576,7200,0,36432,0,0,98392,13768
432518,240210,Other sources of Income,69490,9630,80,1080,19110,71760,4856,14868,4890,10252,34194,0,0,248370,42319
761200,348923,Other sources of Income,115615,36265,0,0,8364,61602,1389,21918,3000,65820,34950,0,0,478409,82065
560526,358066,Wage/Salaries,98237,25210,525,360,14806,79056,10070,50670,18240,19300,41592,0,0,245539,37197
542420,313394,Wage/Salaries,69368,15456,450,876,23448,74382,2890,35754,12000,49850,28920,0,0,241757,35518
170428,150974,Enterpreneurial Activities,43946,6597,555,0,2526,55620,110,10734,2100,16900,11886,0,0,19547,2180
495300,356049,Other sources of Income,180164,13959,60,0,14438,71826,14488,9174,3798,29350,18792,0,0,156307,21102
415925,292978,Other sources of Income,90549,21538,150,0,8334,69618,6857,13080,12918,32890,37044,0,0,125960,16502
122756,111597,Wage/Salaries,48610,7310,294,0,2260,28920,3203,13896,1140,0,5964,0,0,13604,1538
65676,63178,Wage/Salaries,26221,3900,360,270,655,15900,50,12960,480,0,2382,0,0,2682,280
260695,188037,Wage/Salaries,84021,16548,960,1240,1750,26280,1450,28542,1500,6450,19296,0,0,84278,11528
85933,77808,Wage/Salaries,29213,3164,480,390,899,22560,0,10524,690,2292,7596,0,0,8462,933
192218,162653,Wage/Salaries,86273,9566,125,0,1150,24600,2403,29352,810,3850,4524,0,0,37047,4563
638010,310908,Wage/Salaries,77339,10293,975,210,16420,59160,13915,33696,8094,27500,63306,0,0,333879,51215
122632,104301,Wage/Salaries,35686,4296,75,0,1530,44982,326,4500,1290,1920,9696,0,0,20636,2450
457810,301131,Other sources of Income,106023,40900,225,0,18245,57102,7540,7500,10620,41450,11526,0,0,161944,22109
358898,254701,Other sources of Income,73686,25759,78,1080,6538,60876,710,9918,3180,62100,10776,0,0,130084,18662
537921,370273,Enterpreneurial Activities,86833,16155,184,0,31745,53070,6020,36288,7002,2800,17676,112500,0,211155,31112
174045,144957,Wage/Salaries,51112,4416,150,0,3137,42678,3256,26766,2760,2810,7872,0,0,30781,3652
140170,132575,Wage/Salaries,65924,7840,0,724,2735,23118,72,9684,1302,13300,7746,130,0,8152,866
501556,442846,Wage/Salaries,125177,17700,0,0,16923,92100,41192,28824,10596,65000,32334,13000,0,70878,8261
360978,276020,Wage/Salaries,81381,21940,1300,0,9516,35136,5625,40656,18678,16100,37188,8500,0,98718,12948
203530,190769,Wage/Salaries,92335,14213,120,2896,3337,30222,1162,12786,1638,18580,9480,4000,0,13146,1402
692100,387111,Wage/Salaries,122270,37067,2410,0,9633,72618,2721,59136,18900,7080,33516,21760,0,379987,62979
164184,154046,Enterpreneurial Activities,59782,8107,152,1810,5451,22920,41641,720,840,2089,9834,700,0,10960,1175
189451,188895,Wage/Salaries,64739,7020,1000,0,6376,28140,48130,9360,3378,0,15252,5500,0,618,62
133869,115958,Wage/Salaries,29822,1253,390,0,2335,55362,3000,13086,960,0,6750,3000,0,19125,2203
347298,303025,Wage/Salaries,111048,18634,0,0,5503,44898,7658,52074,5718,32700,22992,1800,0,49263,5696
241764,202197,Enterpreneurial Activities,72017,9620,0,6516,4346,42798,3668,11514,4416,34500,12702,100,0,41673,4922
42750,42282,Wage/Salaries,27267,760,0,0,945,7818,950,1500,0,0,3042,0,0,606,62
341482,293490,Other sources of Income,91372,7256,0,0,8620,71244,2657,79218,1152,2805,12066,17100,0,51729,6013
260870,210451,Wage/Salaries,65148,23127,1410,14480,8848,55320,8166,15456,1818,0,13128,3550,0,58935,7417
319302,281334,Wage/Salaries,94193,23250,660,2534,4470,51780,12913,29460,7800,31588,22686,0,0,49265,5861
278987,247687,Wage/Salaries,71336,18700,0,0,10727,61680,9862,20442,7638,0,23802,23500,0,38179,4435
205709,185397,Other sources of Income,47910,7617,0,0,4149,57972,29207,6300,6438,23200,2604,0,0,22833,2565
477280,370262,Wage/Salaries,129599,44433,143,0,32373,71274,14812,29184,12498,3500,28446,4000,0,120134,15367
1184524,378515,Wage/Salaries,130710,37270,0,0,13552,69840,3595,34110,6300,30150,35988,17000,0,939287,178979
375445,330806,Other sources of Income,126117,21550,730,0,11478,51360,9362,34074,7800,28947,29388,10000,0,52569,6104
362614,320055,Wage/Salaries,105006,26566,420,0,9766,63600,5785,40104,3900,38938,23970,2000,0,44707,5048
170642,161792,Wage/Salaries,51866,8373,370,1040,1287,35040,818,31326,1560,16900,13212,0,0,11056,1192
182213,149303,Wage/Salaries,63543,4300,1050,724,2879,42252,1693,17880,4164,0,10818,0,0,42561,5476
175000,166861,Enterpreneurial Activities,61374,8850,660,724,5071,55590,674,17046,4422,0,12450,0,0,8951,945
239705,172175,Other sources of Income,64115,6000,0,0,6393,58944,8031,7020,3360,0,18312,0,0,76661,10410
170306,106604,Wage/Salaries,49336,7460,3184,1358,1037,13500,315,7500,2778,0,14136,6000,0,79685,12445
102854,95831,Wage/Salaries,45532,2500,1508,9503,560,15072,6300,7020,2784,0,5052,0,0,8674,954
85870,85048,Wage/Salaries,44070,10680,0,5883,1317,7290,3010,6798,0,0,6000,0,0,993,101
88029,81027,Wage/Salaries,46251,536,0,0,849,15378,0,6882,1272,2659,7200,0,0,8696,972
165631,148981,Wage/Salaries,63864,6717,3552,7240,4836,18474,4104,22704,3378,4350,9762,0,0,21601,2506
136560,86634,Wage/Salaries,36167,8860,0,0,1807,15960,3600,6240,1740,0,10260,2000,0,62772,9753
152709,123280,Wage/Salaries,53568,11600,819,7240,2090,22644,345,6600,2340,0,11034,5000,0,36071,4616
90359,79433,Wage/Salaries,35610,7000,0,0,3406,9360,3963,7962,2442,0,9690,0,0,14170,1690
122235,99345,Wage/Salaries,44400,4445,1695,2694,735,22212,776,13596,1404,926,6462,0,0,25137,3077
134932,116471,Other sources of Income,53081,8818,0,260,1586,32640,2400,6318,1326,5350,4692,0,0,18574,2115
598740,247471,Wage/Salaries,62095,15400,0,0,1098,53028,53000,8208,10392,0,44250,0,0,394002,68140
391694,283021,Other sources of Income,97633,14848,0,0,0,92940,6000,35376,9666,18800,7758,0,0,116424,15333
156992,133432,Wage/Salaries,76734,9770,0,0,2058,17502,1600,10740,756,4060,10212,0,0,24977,2918
520233,392357,Wage/Salaries,135107,33180,4783,5521,15096,116460,2440,20406,16644,0,27720,15000,0,144858,18992
135868,122052,Enterpreneurial Activities,64910,7483,75,0,7518,17040,2548,6102,2280,410,6486,7200,0,14799,1652
127478,121476,Wage/Salaries,64564,5330,690,0,2031,9600,405,21270,732,795,12714,0,3345,6801,721
44817,43468,Wage/Salaries,26726,120,150,1810,260,9960,470,1800,144,0,2028,0,0,1412,146
155316,130890,Wage/Salaries,70895,7800,840,0,1084,39756,427,1560,0,0,3528,5000,0,27582,3304
148164,140757,Other sources of Income,50789,8800,0,0,1000,48936,7700,6498,5196,0,8838,3000,0,8197,869
423204,296591,Wage/Salaries,90385,18550,421,0,6499,59802,3086,37290,5196,55700,19662,0,0,164185,24246
735340,554950,Wage/Salaries,130582,33917,210,724,32865,97764,824,56028,18162,152500,31374,0,0,220774,29918
189550,138285,Wage/Salaries,43554,9600,35,3620,5434,46686,250,9102,3120,0,16884,0,0,53907,6999
211844,188625,Other sources of Income,67742,9483,660,0,2082,42780,4544,16962,4158,26960,13254,0,0,23565,2622
202749,192648,Other sources of Income,29722,2280,0,0,4780,136302,4576,2400,3000,0,5088,4500,0,11530,1227
207874,198627,Wage/Salaries,89298,12662,0,0,6733,47874,5324,13722,1608,4648,12258,4500,0,10027,1055
60598,60223,Wage/Salaries,38283,1191,0,984,1000,13392,225,2838,168,90,2052,0,0,468,47
158409,74078,Wage/Salaries,30070,3410,0,0,1440,36138,20,720,804,0,1476,0,0,94039,15563
93442,90627,Wage/Salaries,47835,4645,3432,5430,870,16428,132,5958,420,449,5028,0,0,2992,309
82694,79253,Wage/Salaries,42307,3630,0,0,2310,19614,2070,4668,102,1150,3402,0,0,4389,467
79392,61848,Wage/Salaries,31537,1340,0,0,1030,18996,1193,3720,984,0,3048,0,0,18007,2220
607559,386184,Other sources of Income,199968,8574,0,0,27951,46602,16535,16206,3324,1290,40734,25000,0,281870,44071
261307,169001,Enterpreneurial Activities,58477,6791,2652,0,2500,22140,748,8382,2712,58233,4866,1500,0,114806,17513
139695,139071,Wage/Salaries,74631,10704,1820,10860,2153,23310,1418,1200,1620,585,10770,0,0,765,77
208115,164069,Enterpreneurial Activities,102938,2640,90,11584,4331,24312,1356,5994,732,3660,6432,0,0,46228,5698
114584,104648,Wage/Salaries,54389,2318,1321,6335,1814,10200,660,11376,756,1925,7554,6000,0,10364,1134
60497,54777,Enterpreneurial Activities,34598,1462,0,0,1620,11796,623,738,150,730,3060,0,0,6741,761
44558,40245,Wage/Salaries,24366,886,300,952,505,9678,132,624,0,0,2802,0,0,5064,572
94761,65887,Wage/Salaries,30745,1070,0,104,4620,23340,1280,2358,0,0,2370,0,0,34359,4881
123836,112820,Wage/Salaries,59077,1881,1440,0,3032,16314,4424,13320,1872,1500,9960,0,0,11559,1269
230784,201919,Wage/Salaries,92798,33806,1189,5430,6626,28860,1059,17310,2706,3711,8424,0,0,37015,4426
534008,517467,Wage/Salaries,128102,48160,0,0,51070,76926,8548,53712,20388,61099,39696,28000,1766,16868,1741
412692,348971,Other sources of Income,242311,9385,2400,12670,7147,42594,254,7572,3198,0,14940,6500,0,74981,9065
574234,384766,Other sources of Income,161167,11601,0,0,43003,54330,8226,5742,17058,4051,33288,46300,0,215683,30654
2323610,834765,Other sources of Income,196829,37420,0,4978,46852,103560,111162,222366,9078,1960,62910,37650,0,1500766,247778
224612,211086,Wage/Salaries,135492,13013,0,0,1195,32760,410,15174,1818,6090,5034,0,100,16060,1739
220494,215179,Wage/Salaries,136138,8302,2940,4887,7069,25620,324,16980,1068,2491,8346,0,1014,6636,688
241476,179500,Wage/Salaries,91961,7806,1200,13346,4976,23160,807,13482,1404,1348,10860,9000,150,67073,8712
175218,166582,Enterpreneurial Activities,66766,14733,360,4790,2270,22164,236,11268,2106,19249,9540,13100,0,10977,1181
124508,89699,Wage/Salaries,38894,1620,0,0,3656,22800,3103,1902,1920,0,15804,0,0,44248,6333
110002,64759,Wage/Salaries,32095,520,60,12670,1010,9120,1208,882,306,0,6888,0,0,54504,8610
91870,88699,Wage/Salaries,52253,5656,0,0,335,13080,1385,10140,516,1050,4284,0,0,3353,348
147549,137690,Wage/Salaries,74566,16325,0,3801,1765,18588,503,11484,600,1070,8988,0,0,10023,1072
131302,108457,Wage/Salaries,49184,3613,0,0,1805,36684,6169,5574,0,1858,3570,0,0,23524,2786
109329,91639,Wage/Salaries,53483,2600,0,0,5490,21300,0,1896,1146,0,5724,0,0,18505,2178
175782,162159,Enterpreneurial Activities,83124,10530,168,724,3702,26616,9160,7920,3900,4749,7566,4000,0,14280,1549
115596,106081,Wage/Salaries,67557,3034,0,0,345,20352,1920,4764,1170,800,4824,1315,0,9748,1059
181693,175367,Enterpreneurial Activities,99873,10530,6524,3620,6755,25440,365,12546,4548,600,4566,0,0,7936,835
65566,64251,Wage/Salaries,40241,4376,1792,1040,1760,10518,270,2442,0,300,1512,0,0,1472,151
288189,261397,Wage/Salaries,107592,15227,0,0,4354,34860,29912,14994,5718,14640,27450,6650,0,27568,3028
163808,120467,Wage/Salaries,47879,500,0,0,130,41184,11880,7374,2964,0,6756,1800,0,49308,6595
307476,253811,Wage/Salaries,114032,18007,4680,2440,12176,46548,336,14322,4680,1020,18570,17000,0,58542,7062
80670,70709,Wage/Salaries,32709,4658,0,2172,165,12726,40,7800,72,825,7242,2300,0,10862,1245
173724,168263,Other sources of Income,76092,17000,0,0,3257,26982,1900,20988,1278,6498,8268,6000,0,5981,620
99890,82326,Enterpreneurial Activities,38913,2420,5460,4398,1115,17040,464,4452,1086,0,6978,0,0,19838,2423
81216,77391,Enterpreneurial Activities,39437,1600,0,0,440,28236,2002,2718,852,0,2106,0,0,4499,479
2461752,832238,Enterpreneurial Activities,202151,39800,588,1425,24568,204252,2496,66990,71394,44368,124206,50000,0,1832814,334873
127848,66867,Enterpreneurial Activities,37094,1040,65,0,1147,19878,75,642,0,0,1926,5000,0,63856,9719
190846,139024,Enterpreneurial Activities,50470,768,0,0,3075,44376,13723,1752,672,0,7188,17000,0,60307,8205
395610,337239,Wage/Salaries,137349,43160,2489,7240,13389,51210,2790,15270,4422,0,31920,28000,0,63860,7505
107177,95976,Enterpreneurial Activities,32372,2860,676,0,5840,41208,36,6246,276,0,3462,3000,0,11468,1272
264300,224785,Wage/Salaries,95576,10640,1788,0,8430,28740,783,10086,1662,46000,17580,3500,0,45332,5410
390150,281294,Other sources of Income,125444,8200,780,13575,11419,84978,1208,14502,8124,0,11064,2000,0,129819,17999
563122,434253,Other sources of Income,123525,10017,0,0,32700,135042,74521,15576,14130,5000,23742,0,0,138917,17567
87834,86077,Other sources of Income,36476,5800,1478,0,2480,36390,675,1002,0,0,1776,0,0,1952,200
99576,80112,Wage/Salaries,31401,5190,35,0,4100,17250,230,4368,5328,0,12210,0,0,23946,3078
720600,660607,Enterpreneurial Activities,317138,54500,25740,0,18750,104544,13377,47202,20796,22150,19410,17000,0,68305,7557
514210,341643,Wage/Salaries,138641,32310,0,3620,5878,39840,3972,33072,4656,4550,37926,37178,0,197177,28222
199075,156940,Wage/Salaries,98527,17340,0,0,4678,12492,7873,1200,744,0,8586,5500,0,44178,5444
149020,136826,Wage/Salaries,70829,17270,9065,0,2197,18180,395,7062,2208,0,7920,1700,0,12781,1393
158780,150085,Wage/Salaries,87564,2297,0,1086,112,23214,9108,18330,102,2040,5232,1000,0,10340,1112
213177,189887,Wage/Salaries,113677,3213,0,0,14849,35880,3950,4080,3378,750,10110,0,0,24775,2783
105115,91071,Other sources of Income,49350,4350,420,0,3008,16044,620,5178,3024,0,7950,1127,0,14470,1652
179253,156769,Wage/Salaries,73337,15930,450,0,300,24474,5427,13608,1272,1140,16536,4295,0,24860,2864
130158,122011,Wage/Salaries,86648,2232,0,0,1533,17652,830,1146,2706,760,6636,1868,0,9647,1047
125063,123880,Other sources of Income,84334,6236,0,0,814,16956,100,7026,1554,1162,5196,502,0,1279,129
108202,105961,Enterpreneurial Activities,66109,6825,0,0,788,21372,50,4290,906,550,4716,355,0,2383,244
252663,77108,Other sources of Income,48799,5160,0,4525,2065,8928,2175,960,882,150,2634,830,0,190981,34700
383267,365115,Other sources of Income,27003,6050,0,0,200,30780,297866,120,798,0,2298,0,0,22780,2441
